municipality,year,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance
Eckerö,2015,0,0,0,0,4,89.42857143,10,4,94,53.125,0,4,4,6,4,14,0,683,61,4,0,4,0,17,4,5,0,4.666666667
Eckerö,2016,0,0,0,0,4,89.42857143,6,4,89,53.125,0,4,4,6,5,14,0,635,48,4,0,4,0,26,7,5,0,4.666666667
Eckerö,2017,0,0,0,0,4,89.42857143,5,4,99,53.125,0,4,4,6,5,14,0,633,46,4,0,4,0,34,4,5,0,4.666666667
Eckerö,2018,7,101.7692308,0,12.76923077,4,89.42857143,4.333333333,4,88.53846154,53.125,0,4,4,6,5,8,0,293.0769231,12.30769231,4,6.461538462,4,46,11.9,7,5,10.23076923,4.666666667
Eckerö,2019,10,100.8461538,0,9.230769231,4,89.42857143,4.9,4,85.84615385,53.125,0,4,4,6,5,8,0,298.8461538,15.23076923,4,6.307692308,4,44.15384615,7.5,7,5,10.61538462,4.666666667
Eckerö,2020,9.076923077,115.0769231,0,11.30769231,4,89.42857143,5.727272727,4,85.53846154,53.125,0,4,4,6,5,5,0,285.3076923,14.92307692,4,8.923076923,2.5,48.23076923,8.923076923,7,5,14.23076923,4.666666667
Eckerö,2021,7.230769231,111.3846154,0,13.53846154,4,89.42857143,6.230769231,4.666666667,86.15384615,53.125,0,4,4,6,5,5,0,289.4615385,20.46153846,4,8.769230769,2.5,43,10.61538462,9,5,10.69230769,4.666666667
Eckerö,2022,9.384615385,110.3076923,0,11.61538462,4,89.42857143,6.153846154,4.25,83.84615385,53.125,0,4,4,6,5,5,0,298.0769231,28.53846154,4,10.92307692,2.5,43,8.923076923,9,5,9.461538462,4.666666667
Eckerö,2023,8.384615385,111.3076923,0,11.38461538,4,89.42857143,5.272727273,6,80.84615385,53.125,0,4,4,6,5,5,0,296.6153846,15.46153846,4,13.92307692,2.5,40.38461538,9.166666667,9,5,8.230769231,4.666666667
Eckerö,2024,6.875,103.625,0,11.875,4,89.42857143,5.2,6,80.25,53.125,0,4,4,6,5,5,0,266,15.5,4,13.625,2.5,36.125,10.75,9,5,13.375,4.666666667
Enonkoski,2008,6.875,0,0,0,4,46,21,11,144,21,0,4,4,6,56,5,0,1260,106,4,13.625,102,0,28,9,5,0,13
Enonkoski,2009,0,0,0,0,4,42,22,9,141,23,0,4,4,6,65,5,0,1256,99,4,13.625,86,0,28,9,5,0,14
Enonkoski,2010,0,0,0,0,4,36,26,8,131,23,0,4,4,6,62,5,0,1285,83,4,13.625,79,0,36,4,5,0,16
Enonkoski,2011,0,0,0,0,4,36,24,6,129,30,0,4,4,6,58,5,0,1233,69,4,0,66,0,35,9,5,0,12
Enonkoski,2012,0,0,0,0,4,31,26,7,133,30,0,4,4,6,41,5,0,1220,78,4,0,71,0,39,6,5,0,18
Enonkoski,2013,0,0,0,0,4,39,32,10,133,28,0,4,4,6,36,5,0,1230,77,4,0,83,0,33,7,5,0,12
Enonkoski,2014,0,0,0,0,4,42,37,18,127,27,0,4,4,6,45,5,0,1227,83,4,0,75,0,25,9,5,0,6
Enonkoski,2015,0,0,0,0,4,40,32,10,126,25,0,4,4,6,34,5,0,1190,66,4,0,69,0,26,9,5,0,11
Enonkoski,2016,0,0,0,0,4,39,34,11,117,32,0,4,4,6,42,5,0,1063,68,4,0,78,0,36,8,5,0,10
Enonkoski,2017,0,0,0,0,4,38,28,6,105,25,0,4,4,6,38,5,0,1046,64,4,0,81,0,31,7,5,0,8
Enonkoski,2018,9.538461538,335,0,58.69230769,4,13.90909091,8.692307692,5.666666667,104.7692308,13.46153846,0,4,4,6,17,5,19.84615385,597.9230769,21,4,31.38461538,50.69230769,89.30769231,8.090909091,4,5,33.69230769,4
Enonkoski,2019,8.615384615,322.2307692,0,54.92307692,4,10.09090909,8.076923077,4.333333333,102.8461538,12.61538462,0,4,4,6,18.72727273,5,18.38461538,576,20.15384615,4,30.84615385,45.69230769,88.61538462,8.454545455,4,5,34,8
Enonkoski,2020,9.923076923,344.7692308,0,58.30769231,4,11.55555556,11.92307692,5.666666667,102.4615385,11.69230769,0,4,4,6,21.09090909,5,21.30769231,558.9230769,20.15384615,4,40.15384615,54.23076923,101.6923077,9.076923077,4,5,36.07692308,14
Enonkoski,2021,14,339.3076923,0,61.76923077,4,10.1,14.61538462,5.2,105.7692308,14.46153846,0,4,4,6,19.09090909,8,25.07692308,554.6923077,16.61538462,4,38.15384615,50.92307692,100.5384615,13.38461538,8,5,38.84615385,11
Enonkoski,2022,12.30769231,324,0,57.46153846,4,13.4,16.46153846,5.666666667,104.3076923,15.07692308,0,4,4,6,20.81818182,6,25,551.6923077,31.15384615,4,35,44.53846154,100.1538462,12.15384615,7,5,39.76923077,9
Enonkoski,2023,11.76923077,305.4615385,0,51.92307692,4,14.41666667,18.76923077,6.375,103.3076923,16.46153846,0,4,4,6,20.90909091,6,22.92307692,535.0769231,22.61538462,4,28.92307692,39.76923077,88.76923077,9.153846154,4,5,35.76923077,4
Enonkoski,2024,10.625,298,0,56.75,4,11.375,17.25,4.285714286,98,10.625,0,4,4,6,14.875,6,14.625,481.25,13.375,4,28.125,35,86.125,7.625,4,5,35.125,4
Enontekiö,2008,10.625,0,0,0,6,29,33,34,183,32,0,4,4,6,100,6,14.625,1484,106,4,28.125,129,0,33,4,5,0,14
Enontekiö,2009,0,0,0,0,10,28,36,45,179,27,0,4,4,6,90,6,14.625,1488,97,4,28.125,146,0,42,4,5,0,18
Enontekiö,2010,0,0,0,0,4,23,26,26,165,29,0,4,4,6,98,6,14.625,1477,115,4,28.125,134,0,44,4,5,0,24
Enontekiö,2011,0,0,0,0,4,19,25,24,161,32,0,4,4,6,99,6,14.625,1512,103,4,0,133,0,45,4,5,0,19
Enontekiö,2012,0,0,0,0,4,22,24,25,148,34,0,4,4,6,85,6,14.625,1514,141,4,0,136,0,42,4,5,0,22
Enontekiö,2013,0,0,0,0,4,17,31,22,150,34,0,4,4,4,75,6,14.625,1456,109,4,0,129,0,53,5,5,0,16
Enontekiö,2014,0,0,0,0,5,17,29,24,154,41,0,4,4,4,79,6,14.625,1474,114,4,0,123,0,31,6,5,0,16
Enontekiö,2015,0,0,0,0,4,21,35,23,149,31,0,4,4,4,78,6,14.625,1488,105,4,0,102,0,30,6,5,0,11
Enontekiö,2016,0,0,0,0,10,18,29,12,140,32,0,4,4,4,87,6,14.625,1364,97,4,0,111,0,30,6,5,0,14
Enontekiö,2017,0,0,0,0,5,19,36,17,152,32,0,4,4,6,68,6,0,1309,106,4,0,123,0,30,4,5,0,6
Enontekiö,2018,15.76923077,358.6923077,0,58.07692308,6,6.4,23.69230769,6.8,143.7692308,17.15384615,0,4,4,6,27.25,6,18.07692308,665.3846154,26.53846154,4,37.92307692,68.84615385,109.6153846,8.923076923,4,5,32.46153846,13
Enontekiö,2019,16.84615385,352.2307692,0,63.30769231,8,7.727272727,25.84615385,8.5,137.5384615,16.53846154,0,4,4,6,29.38461538,6,16.69230769,661.6153846,27.23076923,4,37.15384615,63.61538462,107.3846154,9.846153846,4,5,33.15384615,6
Enontekiö,2020,19.84615385,377.2307692,0,61.61538462,8,8.444444444,25.53846154,5.666666667,131.6153846,13.53846154,0,5,4,6,31.07692308,6,22.53846154,632.4615385,32.53846154,4,50.46153846,81.38461538,115.3846154,10.69230769,5,5,36,10
Enontekiö,2021,19.15384615,370.5384615,0,61.07692308,8,9.090909091,27.07692308,5.769230769,126.0769231,11.69230769,0,5,4,6,29.92307692,6,19.76923077,639.8461538,32.15384615,4,47.15384615,84.61538462,113.5384615,9.307692308,5,5,34.38461538,10
Enontekiö,2022,19.15384615,363.1538462,0,58,4,7.363636364,28.69230769,7.307692308,125.1538462,9.307692308,0,5,4,6,33.90909091,4,18.84615385,664.6153846,46.53846154,4,44.53846154,60.15384615,113.0769231,14.15384615,6,5,33.23076923,9
Enontekiö,2023,12.76923077,354.3076923,0,56.76923077,4,7.857142857,35.61538462,8.615384615,120.1538462,10.84615385,0,5,4,6,31.09090909,0,14.61538462,669.5384615,33.07692308,4,45.23076923,43.69230769,104.9230769,12.53846154,5,5,34.15384615,12
Enontekiö,2024,13,340.5,0,56.375,4,6.5,32.25,8.2,119.75,9.875,0,5,4,6,28.66666667,0,9.75,597.75,24,4,42.875,34,99.5,12.75,5,5,35.875,12
Espoo,2008,13,0,0,0,120,266,3115,1947,31599,9370,0,5,150,6,15888,0,9.75,184364,12325,475,42.875,6992,0,9030,1656,5,0,3510
Espoo,2009,0,0,0,0,109,195,3015,1822,31999,9364,0,5,136,168,16221,0,9.75,186797,11868,431,42.875,7839,0,9162,1827,5,0,3474
Espoo,2010,0,0,0,0,100,214,3069,1755,32203,9569,0,5,91,302,16798,0,9.75,189062,11259,455,42.875,8432,0,9418,1731,5,0,3553
Espoo,2011,0,0,0,0,111,247,3181,1682,32615,9776,0,5,70,363,16611,0,9.75,192955,11441,459,0,8797,0,9796,2012,5,0,3474
Espoo,2012,0,0,0,0,107,292,3324,1619,33112,9951,0,5,94,448,16479,0,9.75,194486,11521,460,0,9595,0,9705,2053,5,0,3344
Espoo,2013,0,0,0,0,123,296,3560,1698,33479,10116,0,5,81,465,16458,0,9.75,196140,11068,452,0,11066,0,9722,1992,5,0,3516
Espoo,2014,0,0,0,0,133,297,3944,1793,34014,10232,0,5,58,500,16765,0,9.75,198984,11205,364,0,12868,0,9803,2073,5,0,3459
Espoo,2015,0,0,0,0,150,270,4218,1626,34596,10286,0,5,41,524,17278,0,9.75,198876,11048,362,0,14462,0,10016,2106,5,0,3316
Espoo,2016,0,0,0,0,172,282,4295,1293,34980,10154,0,4,38,613,17350,0,9.75,183215,10389,401,0,15708,0,9565,1964,5,0,3239
Espoo,2017,0,0,0,0,153,375,4452,1024,35347,10262,0,75,28,651,17224,503,0,180119,10999,403,0,16448,0,9266,2149,5,0,3084
Espoo,2018,3064.153846,11273.76923,102.4166667,5471.615385,37.46153846,169.5384615,2705.461538,380.9230769,34021.61538,6501,0,147.3333333,8.857142857,167.2,10236.46154,202.3076923,7613.384615,78965.84615,2797.615385,209,2776.846154,10787.30769,6455.076923,3487.384615,285.3846154,5,16985.15385,451.5384615
Espoo,2019,3038.692308,11300.84615,99.07692308,5603,38.69230769,187.0769231,3047.769231,447.7692308,34453.53846,6357.846154,0,150.3333333,11.25,86.25,10710.30769,196,7281.538462,80428.92308,2848.538462,184.3076923,2883.769231,10865.53846,6497.692308,3342.153846,286.6923077,5,17452.15385,459.4615385
Espoo,2020,3293.769231,12398.38462,148.3076923,5895.538462,37.15384615,94.30769231,3412.769231,497.6153846,34808.53846,6193.846154,0,157.0769231,15.8,69.33333333,11281.84615,213.0769231,9098.846154,77958.53846,3061.153846,205.0769231,3439.615385,13932.92308,7312.307692,3470.846154,287.7692308,5,18634.30769,511.6153846
Espoo,2021,3257,12443.69231,99.84615385,6045.307692,30.15384615,531.3076923,3705.384615,577,35066.38462,5690.461538,0,224.2727273,9.25,27.4,12013.38462,228,8764.461538,81161.15385,3601.538462,205.3076923,3561.615385,13610,7316.846154,3595.307692,298.3846154,5,19445.23077,494.9230769
Espoo,2022,3122.615385,12426.38462,55.69230769,6046.538462,32.15384615,1604.153846,3972.461538,635.3846154,35390.38462,5163,0,193.9230769,19.6,13.5,12176.07692,203.9230769,8271.384615,85644.23077,4757.230769,195.7692308,3667.230769,11578.30769,7547.692308,3656.692308,330.5384615,5,19146.84615,478.3846154
Espoo,2023,3035.230769,12535.76923,13.08333333,6157.153846,27.92307692,2744.384615,4057.692308,640.6923077,36117.15385,5007,0,208.0769231,108.25,12.33333333,12393.15385,247.3846154,8410.076923,85964.07692,3362.307692,218.4615385,3779.384615,11622.69231,7850.846154,3618.230769,371.6153846,16,20300.23077,497.8461538
Espoo,2024,2985.75,12563.375,0,6765.625,18.25,2743.375,3887.375,575.125,36435.25,4241.75,0,62.125,131.5,12.33333333,10424.375,145.25,8229.875,74571.875,2260.75,197.75,3866.375,12009.375,7960.25,3641.5,231,16,23133.75,300.125
Eura,2008,2985.75,0,0,0,9,236,202,149,1026,232,0,62.125,131.5,12.33333333,343,145.25,8229.875,7506,608,18,3866.375,226,0,222,29,16,0,87
Eura,2009,0,0,0,0,12,312,201,146,1364,304,0,62.125,131.5,4,419,145.25,8229.875,10057,827,20,3866.375,369,0,336,40,16,0,122
Eura,2010,0,0,0,0,15,339,176,110,1357,323,0,62.125,131.5,9,438,145.25,8229.875,10051,789,20,3866.375,390,0,340,47,16,0,127
Eura,2011,0,0,0,0,23,385,195,125,1338,325,0,62.125,131.5,7,421,145.25,8229.875,10096,800,21,0,405,0,339,47,16,0,114
Eura,2012,0,0,0,0,13,403,201,134,1310,332,0,62.125,131.5,4,430,145.25,8229.875,10251,782,21,0,377,0,325,39,16,0,114
Eura,2013,0,0,0,0,8,398,191,137,1284,326,0,62.125,131.5,4,405,145.25,8229.875,9985,804,11,0,409,0,331,54,16,0,121
Eura,2014,0,0,0,0,8,335,198,111,1279,324,0,62.125,131.5,4,365,145.25,8229.875,9995,763,22,0,427,0,373,62,16,0,136
Eura,2015,0,0,0,0,11,332,204,123,1239,347,0,62.125,131.5,8,325,145.25,8229.875,9801,701,20,0,465,0,338,59,16,0,100
Eura,2016,0,0,0,0,8,308,192,125,1223,309,0,62.125,131.5,9,298,145.25,8229.875,9000,691,5,0,502,0,314,48,16,0,107
Eura,2017,0,0,0,0,13,316,191,91,1205,287,0,62.125,131.5,7,318,10,0,8960,681,19,0,475,0,312,67,16,0,100
Eura,2018,143.9230769,1533.076923,9.083333333,341.7692308,6.333333333,158.5833333,94.30769231,26.15384615,1125.692308,164.0769231,0,6,131.5,7,160.1538462,11,128.4615385,4390.538462,177.2307692,5,223.5384615,282.0769231,571.8461538,105.9230769,9.5,16,248.6153846,14.45454545
Eura,2019,146.6153846,1484.461538,8.615384615,340.1538462,7,162.1666667,92.61538462,31.46153846,1118.230769,138,0,5.5,131.5,7,169.0769231,12.5,130.6153846,4390,187.6923077,5.538461538,228.0769231,278.7692308,582.4615385,99.38461538,9.777777778,16,244.5384615,13.7
Eura,2020,151.9230769,1560.538462,7.769230769,345.8461538,9,143.6363636,101,30.23076923,1088.615385,118.6923077,0,8.333333333,131.5,7,179.7692308,19.5,144.8461538,4195.923077,173.2307692,6.285714286,275,344,627.4615385,82.61538462,13.25,16,250.7692308,14.72727273
Eura,2021,150.2307692,1511.538462,4.4,337.9230769,8,134.75,110.9230769,27.07692308,1059.153846,104.6153846,0,8.333333333,131.5,7,176,13.75,128.4615385,4226.538462,227.7692308,5.625,263.8461538,326.6923077,612.8461538,95.15384615,11.125,16,252.1538462,14.75
Eura,2022,144.4615385,1447.923077,4.4,327.8461538,9,152,137.8461538,40.61538462,1043.769231,112.2307692,0,9.666666667,131.5,7,151.7692308,15,108,4340.846154,314.6153846,8.5,254,249.0769231,594.3076923,95.46153846,12.57142857,16,227.5384615,12.23076923
Eura,2023,133.7692308,1414.307692,4.4,323.3846154,8,169.0833333,139.3846154,41.23076923,1022.769231,109.6923077,0,9.666666667,5,7,152,8.375,98,4275.461538,209.5384615,9.692307692,251.0769231,225.9230769,604.0769231,91.69230769,11.83333333,8,225,11.84615385
Eura,2024,119.5,1387.5,4.4,344.125,8,140.7142857,129.125,37.125,1009.5,96.625,0,5,4,7,138.125,6,99.375,3723.875,131.625,8.25,252.375,232,591,88.125,4.6,8,252.375,9.285714286
Eurajoki,2008,119.5,0,0,0,5,118,109,66,702,141,0,5,4,7,198,6,99.375,4592,465,7,252.375,198,0,186,24,8,0,74
Eurajoki,2009,0,0,0,0,7,113,82,56,700,147,0,5,4,7,192,6,99.375,4636,421,4,252.375,186,0,190,23,8,0,62
Eurajoki,2010,0,0,0,0,11,122,82,54,702,161,0,5,4,7,197,6,99.375,4638,388,7,252.375,191,0,173,28,8,0,68
Eurajoki,2011,0,0,0,0,7,125,84,47,711,169,0,5,4,7,167,6,99.375,4702,405,7,0,200,0,185,30,8,0,59
Eurajoki,2012,0,0,0,0,11,127,69,42,717,159,0,5,4,7,173,6,99.375,4709,387,7,0,209,0,182,28,8,0,70
Eurajoki,2013,0,0,0,0,10,123,81,49,694,150,0,5,4,7,184,6,99.375,4693,378,4,0,234,0,195,33,8,0,58
Eurajoki,2014,0,0,0,0,6,103,82,47,684,144,0,5,4,4,158,6,99.375,4761,364,8,0,248,0,158,36,8,0,49
Eurajoki,2015,0,0,0,0,5,88,87,57,677,123,0,5,4,4,153,6,99.375,4701,338,4,0,267,0,173,30,8,0,56
Eurajoki,2016,0,0,0,0,9,83,92,41,724,133,0,5,4,4,163,6,99.375,4272,306,6,0,275,0,172,33,8,0,54
Eurajoki,2017,0,0,0,0,9,199,163,64,1170,234,0,5,4,6,243,10,0,6686,482,12,0,389,0,256,57,8,0,75
Eurajoki,2018,97.15384615,1086.230769,2,158.8461538,6.25,105.7272727,91.76923077,21.23076923,1071.769231,142,0,6,4,6,141.6153846,11.33333333,74.61538462,3198.384615,123.2307692,4.5,148.6153846,209.4615385,419.6923077,96.61538462,11.33333333,8,160.8461538,15.9
Eurajoki,2019,94.07692308,1050.615385,5.25,161.6923077,6.666666667,83.41666667,97.23076923,29.07692308,1022.692308,144.3076923,0,7.5,4,4,139.5384615,8.25,73.53846154,3247,132.6923077,4.3,152.6153846,186.7692308,427.6153846,90.07692308,12,8,150.6923077,9.545454545
Eurajoki,2020,97.69230769,1120.153846,6.846153846,166.9230769,9,76.54545455,104.2307692,31.07692308,997.1538462,130.9230769,0,6,4,4,129.3076923,16.5,84.76923077,3165.692308,143.9230769,4.909090909,183.7692308,225.6153846,461.6153846,76.76923077,10.28571429,8,145.2307692,15.88888889
Eurajoki,2021,97.23076923,1119.846154,4.923076923,167.9230769,7,69.76923077,121.3076923,30.84615385,988.3076923,112.6923077,0,7.666666667,4,4,124.1538462,10,72.30769231,3223.538462,166.9230769,4,191.8461538,211.3076923,461.0769231,75.84615385,11.85714286,8,128.2307692,13.3
Eurajoki,2022,98.69230769,1083.076923,4,161.6153846,10,95.23076923,129.3076923,28.84615385,961.4615385,90,0,8,4,4,137.1666667,9.625,66.30769231,3344.461538,240.9230769,5,189.6923077,167.2307692,453.6153846,80.92307692,12.14285714,8,117.8461538,12.22222222
Eurajoki,2023,92.92307692,1042.230769,4,157.9230769,8,128.5,124.6923077,24.61538462,939.9230769,88.84615385,0,5,4,4,137.3076923,12.66666667,66.23076923,3347.846154,179,4,180.8461538,154.1538462,459.5384615,72.15384615,11.6,4,134,15.4
Eurajoki,2024,89.375,1034.25,4,179.125,8,109.125,119.5,20.875,907.625,71.625,0,5,4,4,108.375,4.666666667,60.125,2907.25,107.125,4.5,180.5,153.875,452.25,58.75,5,4,162.25,5.5
Evijärvi,2008,89.375,0,0,0,6,70,57,49,281,61,0,5,4,4,130,4.666666667,60.125,2140,219,4.5,180.5,74,0,73,9,4,0,31
Evijärvi,2009,0,0,0,0,6,71,42,35,275,64,0,5,4,4,143,4.666666667,60.125,2150,202,4.5,180.5,102,0,79,9,4,0,20
Evijärvi,2010,0,0,0,0,6,66,53,24,275,63,0,5,4,4,140,4.666666667,60.125,2185,194,5,180.5,86,0,66,12,4,0,33
Evijärvi,2011,0,0,0,0,8,63,47,31,280,69,0,5,4,4,135,4.666666667,60.125,2218,191,5,0,72,0,97,8,4,0,33
Evijärvi,2012,0,0,0,0,5,63,47,28,269,78,0,5,4,4,120,4.666666667,60.125,2147,190,5,0,68,0,78,12,4,0,26
Evijärvi,2013,0,0,0,0,9,55,47,27,273,70,0,5,4,4,106,4.666666667,60.125,2126,189,5,0,76,0,81,5,4,0,31
Evijärvi,2014,0,0,0,0,5,55,62,44,274,65,0,5,4,5,99,4.666666667,60.125,2098,182,5,0,71,0,66,11,4,0,17
Evijärvi,2015,0,0,0,0,8,52,80,47,266,49,0,5,4,5,91,4.666666667,60.125,2005,156,4,0,76,0,52,5,4,0,20
Evijärvi,2016,0,0,0,0,11,45,74,39,254,51,0,5,4,5,83,4.666666667,60.125,1805,183,4,0,75,0,57,8,4,0,23
Evijärvi,2017,0,0,0,0,6,48,63,19,247,42,0,5,4,5,63,4.666666667,0,1713,183,4,0,88,0,69,9,4,0,24
Evijärvi,2018,13.38461538,476.6153846,0,75.46153846,5,26.33333333,27.92307692,7.384615385,236.6153846,28,0,4,4,5,39.18181818,10,13.53846154,944.7692308,31.46153846,4,61.76923077,46.23076923,154.6153846,28.07692308,10,4,32.69230769,12.5
Evijärvi,2019,15.76923077,462.9230769,0,71.30769231,5,23.45454545,29.46153846,11.92307692,228,31.53846154,0,4,4,5,32.5,5,14.07692308,936.6153846,35.38461538,4,62.53846154,39,158.2307692,21.46153846,7,4,29.38461538,9.5
Evijärvi,2020,16.92307692,491.3846154,0,70.07692308,4,20.88888889,22.53846154,8.769230769,221.4615385,29.46153846,0,4,4,5,51.72727273,7,14.30769231,896.1538462,51.07692308,4,69.53846154,64.15384615,165.4615385,18.23076923,8,4,29.46153846,16
Evijärvi,2021,18.07692308,481.0769231,0,70.15384615,4,17,30.61538462,12.92307692,217.3076923,24,0,4,4,5,51,7,13.38461538,898.5384615,49.46153846,4,72.23076923,54.61538462,159.6153846,23.53846154,8,4,33,11
Evijärvi,2022,20.53846154,463.3846154,0,64.84615385,4,21.63636364,33.07692308,11.07692308,219.8461538,28,0,4,4,5,35.63636364,8,12.15384615,912.8461538,64.46153846,4,72.92307692,32.23076923,159.5384615,17.07692308,8,4,29,14
Evijärvi,2023,20.84615385,440.7692308,0,64.07692308,4,26.33333333,27.61538462,12.07692308,219.9230769,21.84615385,0,4,4,5,26.16666667,5,9.384615385,905.6923077,48.38461538,4,71.76923077,25.07692308,161.6153846,13.92307692,9,4,24.23076923,9
Evijärvi,2024,19.625,437.125,0,69.375,4,24.85714286,22.375,9.125,211.75,20.375,0,4,4,5,25.83333333,5,10.5,808.375,30.75,4,69.625,24.125,154,10.75,9,4,32,9
Finström,2008,19.625,0,0,0,4,24.85714286,12,7,324,20.375,0,4,4,5,4,5,10.5,1759,171,4,69.625,24.125,0,70,11,4,0,9
Finström,2009,0,0,0,0,4,24.85714286,17,10,326,20.375,0,4,4,5,4,5,10.5,1797,188,4,69.625,24.125,0,84,15,4,0,9
Finström,2010,0,0,0,0,4,24.85714286,25,15,321,20.375,0,4,4,5,4,5,10.5,1808,158,4,69.625,24.125,0,96,15,4,0,9
Finström,2011,0,0,0,0,4,24.85714286,22,14,325,20.375,0,4,4,5,5,5,10.5,1807,170,4,0,24.125,0,87,18,4,0,9
Finström,2012,0,0,0,0,4,24.85714286,18,10,326,20.375,0,4,4,5,5,5,10.5,1840,179,4,0,24.125,0,89,12,4,0,9
Finström,2013,0,0,0,0,4,24.85714286,24,13,317,20.375,0,4,4,5,5,5,10.5,1823,158,4,0,24.125,0,82,19,4,0,9
Finström,2014,0,0,0,0,4,24.85714286,21,8,299,20.375,0,4,4,5,5,5,10.5,1796,175,4,0,24.125,0,86,15,4,0,9
Finström,2015,0,0,0,0,4,24.85714286,20,10,301,20.375,0,4,4,5,5,5,10.5,1830,175,4,0,24.125,0,66,13,4,0,9
Finström,2016,0,0,0,0,4,24.85714286,19,6,303,20.375,0,4,4,5,5,5,10.5,1676,170,4,0,24.125,0,78,11,4,0,9
Finström,2017,0,0,0,0,4,24.85714286,17,9,301,20.375,0,4,4,5,5,5,10.5,1671,174,4,0,24.125,0,81,21,4,0,9
Finström,2018,19.23076923,211.9230769,0,32.84615385,4,24.85714286,10.84615385,5.5,290.6153846,20.375,0,4,4,5,5,10,10.5,722.5384615,40.07692308,4,26.92307692,24.125,77.69230769,23.30769231,16,4,29.69230769,9
Finström,2019,20.15384615,211.9230769,0,33.69230769,4,24.85714286,13.69230769,8,293.6923077,20.375,0,4,4,5,5,6,10.5,737.8461538,40.07692308,4,30.61538462,24.125,76.92307692,29,11,4,38,9
Finström,2020,23.69230769,224.6923077,0,34.61538462,4,24.85714286,12.69230769,5.5,290.7692308,20.375,0,4,4,5,5,6,10.5,718.1538462,42.38461538,4,35.76923077,24.125,86.76923077,21.69230769,15,4,40.84615385,9
Finström,2021,19.38461538,223.3076923,0,36.07692308,4,24.85714286,15.53846154,5.5,294.1538462,20.375,0,4,4,5,5,7,10.5,711.9230769,50.84615385,4,38.23076923,24.125,84.46153846,28,5.5,4,32.69230769,9
Finström,2022,15.23076923,209.7692308,0,30.92307692,4,24.85714286,16.38461538,7,292.7692308,20.375,0,4,4,5,5,6,10.5,717.5384615,97.92307692,4,37.23076923,0,84,25,9,4,33,9
Finström,2023,16.92307692,198.3076923,0,27.76923077,4,24.85714286,18.38461538,5.222222222,291.7692308,20.375,0,4,4,5,4,10,10.5,739.2307692,54,4,35,0,86,32.46153846,10,4,34.30769231,9
Finström,2024,13.875,198.625,0,32,4,24.85714286,15.625,4.25,286.75,20.375,0,4,4,5,4,10,10.5,624.25,38.5,4,34.75,0,85.875,24.375,10,4,42.875,9
Forssa,2008,13.875,0,0,0,16,126,258,175,1824,357,0,4,16,5,821,10,10.5,14198,1266,47,34.75,828,0,435,65,4,0,169
Forssa,2009,0,0,0,0,18,116,249,179,1802,320,0,4,11,10,848,10,10.5,14154,1157,48,34.75,960,0,388,57,4,0,158
Forssa,2010,0,0,0,0,15,107,249,177,1739,349,0,4,10,8,873,10,10.5,14273,1138,41,34.75,1090,0,404,52,4,0,157
Forssa,2011,0,0,0,0,15,110,268,185,1708,328,0,4,8,7,847,10,10.5,14557,1087,47,0,1129,0,375,55,4,0,140
Forssa,2012,0,0,0,0,13,105,277,195,1662,300,0,4,8,10,780,10,10.5,14420,1105,47,0,1155,0,348,60,4,0,127
Forssa,2013,0,0,0,0,17,137,277,172,1640,297,0,4,5,18,766,10,10.5,14301,1163,37,0,1237,0,369,56,4,0,140
Forssa,2014,0,0,0,0,8,149,315,215,1598,302,0,4,5,11,768,10,10.5,14317,1162,32,0,1242,0,361,78,4,0,125
Forssa,2015,0,0,0,0,8,133,334,211,1579,307,0,4,5,12,756,10,10.5,14028,1105,30,0,1344,0,349,65,4,0,131
Forssa,2016,0,0,0,0,5,115,308,170,1563,297,0,4,5,9,702,10,10.5,12527,1085,30,0,1283,0,353,57,4,0,121
Forssa,2017,0,0,0,0,10,110,283,150,1524,299,0,4,5,11,683,18,0,12277,1063,38,0,1227,0,332,72,4,0,104
Forssa,2018,257.9230769,2426.846154,7.75,871,8,39.08333333,129.1538462,52.38461538,1403.769231,169.7692308,0,11.5,5,6,394.8461538,10,440.3076923,6355.384615,262.0769231,17.53846154,355.3076923,787.6923077,902.4615385,116.6153846,12,4,1004.230769,18
Forssa,2019,259.3076923,2391.307692,8,880.3846154,9,39.25,131.9230769,53.76923077,1369.615385,140.0769231,0,12.33333333,5,6,413.6153846,11,451.3076923,6428.615385,251.8461538,21.07692308,372.2307692,762.5384615,895.6923077,126.8461538,13.36363636,4,1005.461538,14.92307692
Forssa,2020,267.2307692,2555.538462,14.92307692,880.7692308,9,32.53846154,137.3846154,51.92307692,1335.230769,140.6923077,0,17.33333333,5,4,440.2307692,12.5,572.4615385,6293.692308,257.8461538,17.92307692,425.7692308,849.3076923,983.9230769,103.7692308,10.6,4,1043.538462,17.16666667
